country,year,exports,imports,resimp,gnp,pgnp,gnpw,pm,px,cpi,pw,exrate,consump,invest,income,pop,reserves,money,trend,pwcpi,importspmpx,pmcpi,pxpw
Sri Lanka,1967,-7.75874,-7.16873,-10.59312,-3.71658,-3.73557059288538,-2.0949,2.28652,2.94119,3.45569,-0.53132,0.47359,-3.8468,-5.5971,-3.95913,9.36734412078585,-17.76185,-5.05963,4,-2.23676620842763,-7.8234,3.43600118598809,4.67753718598809
Sri Lanka,1968,-7.82094,-6.58725,-11.31834,-3.64123,-3.68797220355731,-2.057,2.52843,3.13605,3.51244,-0.50662,0.57991,-3.76247,-5.46739,-3.8862,9.39182824802156,-17.90559,-5.05512,5,-2.06629225782345,-7.19487,3.62115818598809,4.64518018598809
Sri Lanka,1969,-7.87609,-6.56132,-11.71838,-3.63636,-3.64037381422925,-2.04203,2.59727,3.13605,3.58407,-0.46834,0.57991,-3.77007,-5.27829,-3.88456,9.41328121597287,-18.2797,-5.09732,6,-2.09964625782345,-7.1001,3.61836318598809,4.60688618598809
Sri Lanka,1970,-7.84333,-6.77501,-11.54037,-3.62323,-3.59277542490119,-2.06173,2.66167,3.13605,3.64126,-0.43268,0.57991,-3.72567,-5.21836,-3.8611,9.43508264465409,-18.31538,-5.08787,7,-2.12117525782345,-7.24939,3.62557718598809,4.57122718598809
Sri Lanka,1971,-7.89557,-6.89508,-11.34735,-3.65266,-3.54517703557312,-2.03124,2.72235,3.13606,3.66766,-0.39992,0.57821,-3.72264,-5.32849,-3.91944,9.44224558756324,-18.24243,-5.02221,8,-2.11773705242333,-7.30879,3.65985818598809,4.54143118598809
Sri Lanka,1972,-7.93734,-7.0053,-11.1452,-3.64065,-3.49757864624506,-1.97946,2.77922,3.13587,3.72858,-0.35673,0.58166,-3.72943,-5.31387,-3.91061,9.46187715331259,-18.1505,-4.95523,9,-2.12952809232495,-7.36195,3.65580318598809,4.49209118598809
Sri Lanka,1973,-7.90084,-7.09964,-10.93261,-3.57224,-3.449980256917,-1.93468,3.06715,3.29861,3.821,-0.23325,0.62377,-3.61391,-5.46641,-3.84713,9.47960401169232,-18.03225,-5.02146,10,-2.02857646622969,-7.3311,3.85131218598809,4.46145718598809
Sri Lanka,1974,-7.98567,-7.1105,-11.58146,-3.45662,-3.40238186758893,-1.96828,3.62641,3.73642,3.9373,-0.0609,0.64795,-3.44142,-5.20727,-3.70872,9.49401457363282,-18.69196,-5.05645,11,-1.93448564402821,-7.22051,4.29427718598809,4.68888618598809
Sri Lanka,1975,-7.79665,-7.14789,-11.97505,-3.44291,-3.35478347826087,-1.98457,3.78089,3.67011,4.00241,0.02754,0.68268,-3.40947,-5.18544,-3.68527,9.51044512738947,-19.12294,-5.09284,12,-1.85895094835908,-7.03711,4.38364218598809,4.48192818598809
Sri Lanka,1976,-7.78733,-7.04275,-11.36095,-3.38673,-3.30718508893281,-1.94049,3.67312,3.82889,4.0144,0.07295,0.81954,-3.37482,-5.04614,-3.63939,9.52661006162972,-18.4037,-4.83867,13,-1.64281096966678,-7.19852,4.26388518598809,4.41257118598809
Sri Lanka,1977,-7.93562,-7.09683,-10.33503,-3.21933,-3.25958669960474,-1.9037,3.8779,4.31002,4.02678,0.13249,0.86444,-3.26649,-5.00276,-3.46002,9.54251784213373,-17.43186,-4.54352,14,-1.54230727847481,-7.52895,4.45628718598809,4.78083618598809
Sri Lanka,1978,-7.86296,-6.83606,-10.36903,-3.09919,-3.21198831027668,-1.86462,3.92594,4.33964,4.11169,0.20736,0.86138,-3.17629,-4.61868,-3.45878,9.56029292519284,-17.20509,-4.42199,15,-1.55589742257635,-7.24976,4.41941218598809,4.73912218598809
Sri Lanka,1979,-7.82193,-6.9019,-10.50037,-3.00082,-3.16438992094862,-1.87369,4.34262,4.42378,4.28524,0.32551,0.85805,-3.14723,-4.35295,-3.29364,9.57983297166422,-17.40227,-4.29035,16,-1.61516880406132,-6.98306,4.66254418598809,4.70899418598809
Sri Lanka,1980,-7.78657,-6.6838,-11.60335,-3.08762,-3.11679153162055,-1.92702,4.60517,4.60517,4.60517,0.45764,1,-3.21678,-4.18377,-3.35024,9.59832030142853,-18.28715,-4.35251,17,-1.6498698979275,-6.6838,4.60517018598809,4.60517018598809
Sri Lanka,1981,-7.70256,-6.739,-11.25116,-3.08802,-3.06919314229249,-1.92453,4.62481,4.57078,4.81786,0.54502,1.06833,-3.20694,-4.36357,-3.32048,9.61513872451892,-17.99016,-4.35956,18,-1.70909121635265,-6.68497,4.41211818598809,4.41729218598809
Sri Lanka,1982,-7.66643,-6.68259,-11.25322,-3.03506,-3.02159475296443,-1.95756,4.69265,4.5508,4.92217,0.56493,1.15555,-3.17153,-4.2242,-3.2524,9.62839272725538,-17.93581,-4.26212,19,-1.71501047682026,-6.54074,4.37565318598809,4.29892318598809
Sri Lanka,1983,-7.7643,-6.64453,-11.39408,-2.96918,-2.97399636363636,-1.92532,4.7197,4.80149,5.02913,0.57744,1.30555,-3.11242,-4.20568,-3.2195,9.643420776819,-18.03861,-4.18297,20,-1.68741349000175,-6.72632,4.29573718598809,4.41505218598809
Sri Lanka,1984,-7.64696,-6.65032,-10.87327,-2.92552,-2.9263979743083,-1.87559,4.79803,5.07085,5.18459,0.601,1.41111,-3.11829,-4.25031,-3.21333,9.65502632144275,-17.52359,-4.19662,21,-1.74155826920106,-6.92314,4.21860818598809,4.58310518598809
Sri Lanka,1985,-7.5455,-6.64831,-11.06692,-2.84959,-2.87879958498024,-1.85898,4.90462,4.9165,5.17275,0.59618,1.51111,-2.97174,-4.27992,-3.13014,9.67029379163104,-17.71523,-4.08372,22,-1.6660714178161,-6.66019,4.33703818598809,4.36510418598809
Sri Lanka,1986,-7.50499,-6.6087,,-2.828,-2.83120119565217,-1.83253,4.84189,,,0.56669,1.55833,,,,9.68781614013009,,,23,-1.72581816289468,-6.57063,4.21327618598809,4.25115718598809
Thailand,1963,-8.00572,-7.13144,-10.21749,-2.68885,,,3.20644571947502,3.48774818496276,3.55906,,,-2.86938,-4.24937,-2.83934,,-17.34893,-4.13405,,,,,
Thailand,1964,-7.81889,-7.07914,-10.24412,-2.64289,-2.55385152173913,-2.21541,3.20746,3.49552,3.55105,-0.58577,1.01462,-2.84252,-4.27102,-2.79674,10.3116167754037,-17.32326,-4.06028,1,-1.62464573976948,-7.3672,4.26158618598809,4.52441018598809
Thailand,1965,-7.81572,-7.03683,-10.24175,-2.55374,-2.51873482213439,-2.16165,3.2136,3.50889,3.55306,-0.56591,1.01462,-2.78471,-4.17712,-2.71768,10.3427107242483,-17.27858,-3.95371,2,-1.60679673976948,-7.33212,4.26571918598809,4.51791918598809
Thailand,1966,-7.78993,-6.86386,-10.23181,-2.43904,-2.48361812252965,-2.1123,3.19133,3.53803,3.59209,-0.53332,1.01462,-2.72771,-3.90661,-2.58863,10.3734911817819,-17.09567,-3.82285,3,-1.61323773976948,-7.21056,4.20440818598809,4.51446818598809
Thailand,1967,-7.80851,-6.70762,-10.3561,-2.44427,-2.4485014229249,-2.0949,3.18589,3.53058,3.63416,-0.53132,1.01462,-2.68106,-3.90806,-2.60249,10.4042628404486,-17.06372,-3.7715,4,-1.65330573976948,-7.05231,4.15690418598809,4.50502018598809
Thailand,1968,-7.90523,-6.61374,-10.44945,-2.41748,-2.41338472332016,-2.057,3.13512,3.52782,3.65248,-0.50662,1.01462,-2.64072,-3.82114,-2.58525,10.4352915826873,-17.06319,-3.68796,5,-1.64692073976948,-7.00644,4.08782418598809,4.47756518598809
Thailand,1969,-7.89465,-6.55557,-10.58357,-2.37684,-2.37826802371542,-2.04203,3.11326,3.56197,3.67655,-0.46834,1.01462,-2.62424,-3.7357,-2.54239,10.4662412691625,-17.13914,-3.63164,6,-1.63271773976948,-7.00428,4.04188418598809,4.47342818598809
Thailand,1970,-7.87643,-6.63253,-10.73881,-2.35338,-2.34315132411067,-2.06173,3.19133,3.50849,3.67554,-0.43268,1.01462,-2.58665,-3.72015,-2.51307,10.501499537981,-17.37134,-3.53941,7,-1.59604973976948,-6.94969,4.12096018598809,4.38428618598809
Thailand,1971,-7.6431,-6.70945,-10.80509,-2.3299,-2.30803462450593,-2.03124,3.24176,3.40154,3.68009,-0.39992,1.01462,-2.5501,-3.82752,-2.48933,10.53182950973,-17.51454,-3.42026,8,-1.56783973976948,-6.86923,4.16684818598809,4.24457618598809
Thailand,1972,-7.5011,-6.65394,-10.79089,-2.27915,-2.27291792490119,-1.97946,3.29656,3.49532,3.72786,-0.35673,1.01463,-2.52769,-3.75472,-2.42987,10.5607484545317,-17.44483,-3.28357,9,-1.5724068839114,-6.8527,4.17387718598809,4.29516918598809
Thailand,1973,-7.59471,-6.51944,-10.92905,-2.17706,-2.23780122529644,-1.93468,3.45105,3.92314,3.87183,-0.23325,1.00582,-2.48226,-3.46864,-2.32178,10.5888545457771,-17.44849,-3.25399,10,-1.60160776870055,-6.99153,4.18439418598809,4.60822918598809
Thailand,1974,-7.49397,-6.61971,-11.02316,-2.19102,-2.2026845256917,-1.96828,3.93259,4.24572,4.0895,-0.0609,0.9939,-2.47915,-3.49496,-2.35382,10.6159470441284,-17.64287,-3.31249,11,-1.65885457893568,-6.93284,4.44826918598809,4.77037418598809
Thailand,1975,-7.5618,-6.73462,-11.11591,-2.17649,-2.16756782608696,-1.98457,4.04138,4.18745,4.14107,0.02754,0.99411,-2.43979,-3.48122,-2.32679,10.6423248494598,-17.85053,-3.23926,12,-1.62177231239196,-6.88069,4.50548218598809,4.62346518598809
Thailand,1976,-7.25223,-6.71206,-11.17808,-2.1238,-2.13245112648221,-1.94049,4.09494,4.16004,4.18175,0.07295,0.99512,-2.37318,-3.55356,-2.27247,10.6680247291827,-17.89014,-3.10815,13,-1.61603084400793,-6.77716,4.51836418598809,4.54962118598809
Thailand,1977,-7.14369,-6.51307,-11.48743,-2.07138,-2.09733442687747,-1.9037,4.16718,4.18141,4.25504,0.13249,0.99512,-2.32905,-3.41321,-2.2304,10.6928535908366,-18.0005,-3.02419,14,-1.62978684400793,-6.5273,4.51731118598809,4.51144518598809
Thailand,1978,-7.09005,-6.46955,-11.55555,-1.99821,-2.06221772727273,-1.86462,4.2428,4.25902,4.3306,0.20736,0.992,-2.26971,-3.2951,-2.16291,10.7166375254908,-18.0251,-2.94522,15,-1.63361506962476,-6.48577,4.51736918598809,4.51732718598809
Thailand,1979,-7.02884,-6.30873,-11.98321,-1.95344,-2.02710102766798,-1.87369,4.38683,4.43569,4.42521,0.32551,0.99512,-2.21616,-3.17984,-2.11734,10.7394355317277,-18.29194,-2.93095,16,-1.60693184400793,-6.35759,4.56680418598809,4.57271018598809
Thailand,1980,-6.99253,-6.32217,-12.35613,-1.9337,-1.99198432806324,-1.92702,4.60517,4.60517,4.60517,0.45764,1,-2.19079,-3.21726,-2.08931,10.7472075915754,-18.6783,-2.91599,17,-1.6498698979275,-6.32217,4.60517018598809,4.60517018598809
Thailand,1981,-6.91142,-6.37967,-12.35173,-1.94618,-1.9568676284585,-1.92453,4.77011,4.63229,4.72473,0.54502,1.06341,-2.17639,-3.31482,-2.11046,10.7682744415432,-18.7314,-2.90713,18,-1.62057117208448,-6.24185,4.65055418598809,4.48341818598809
Thailand,1982,-6.81672,-6.53906,-12.32194,-1.94134,-1.92175092885375,-1.95756,4.79636,4.56063,4.76899,0.56493,1.12195,-2.14966,-3.46969,-2.09833,10.7891128700994,-18.861,-2.75374,19,-1.59132965509982,-6.30333,4.63254718598809,4.33827218598809
Thailand,1983,-6.93116,-6.30876,-12.49517,-1.90575,-1.88663422924901,-1.92532,4.73847,4.57498,4.80648,0.57744,1.12195,-2.10194,-3.34964,-2.07413,10.8089195410754,-18.80393,-2.59573,20,-1.61630865509982,-6.14527,4.53716418598809,4.34011318598809
Thailand,1984,-6.76201,-6.30058,-12.35475,-1.87067,-1.85151752964427,-1.87559,4.74618,4.56576,4.81462,0.601,1.15312,-2.06787,-3.2682,-2.04398,10.8277464540595,-18.65533,-2.43838,21,-1.5734885857335,-6.12016,4.53673318598809,4.27993018598809
Thailand,1985,-6.70353,-6.36949,-12.14296,-1.87447,-1.81640083003953,-1.85898,4.83877,4.59363,4.84497,0.59618,1.32683,-2.06341,-3.352,-2.05399,10.8454460311589,-18.51245,-2.38974,22,-1.46833825929947,-6.12435,4.59896818598809,4.17229918598809
Thailand,1986,-6.56978,-6.35324,,-1.85386,-1.78128413043478,-1.83253,4.77656,,,0.56669,1.28293,,,,10.8607282707392,,,23,-1.54940937340831,-6.20894,4.51883118598809,4.27407418598809
India,1963,-9.69367,-8.71187,-14.28261,-4.18518,,,2.81347839507817,3.1293636134535,3.3254,,,-4.38062,-5.89674,-4.29159,,-22.99448,-5.57498,,,,,
India,1964,-9.66775,-8.61157,-14.65118,-4.17465,-4.2674002173913,-2.21541,2.84067,3.12936,3.45157,-0.58577,0.60421,-4.36609,-5.90216,-4.27107,13.0650102857924,-23.26275,-5.63288,1,-2.04351435728304,-8.90026,3.99426818598809,4.67659918598809
India,1965,-9.75546,-8.67801,-14.47479,-4.23987,-4.25049256916996,-2.16165,2.87194,3.18427,3.53951,-0.56591,0.60421,-4.41223,-5.92793,-4.34897,13.0871719597263,-23.1528,-5.63963,2,-2.11159335728304,-8.99034,3.93760718598809,4.71164018598809
India,1966,-9.61296,-8.5256,-14.60425,-4.22976,-4.23358492094862,-2.1123,3.10694,3.45455,3.64231,-0.53332,0.80645,-4.3849,-5.87065,-4.33038,13.1090558233787,-23.12985,-5.65912,3,-1.89309027754644,-8.87321,4.06980518598809,4.66060318598809
India,1967,-9.80719,-8.69214,-14.39694,-4.22392,-4.21667727272727,-2.0949,3.27218,3.59999,3.76977,-0.53132,0.9509,-4.35469,-5.94898,-4.31,13.1310065176223,-23.08908,-5.71894,4,-1.85377927236424,-9.01995,4.10758418598809,4.63927718598809
India,1968,-9.67539,-8.72289,-14.31735,-4.24404,-4.19976962450593,-2.057,3.20894,3.55528,3.79818,-0.50662,0.9509,-4.39655,-6.02918,-4.3345,13.1530865500472,-23.04024,-5.67848,5,-1.85749327236424,-9.06923,4.01592918598809,4.56987318598809
India,1969,-9.72219,-8.93711,-13.8788,-4.18087,-4.18286197628458,-2.04203,3.24588,3.61536,3.81507,-0.46834,0.9509,-4.34954,-5.91217,-4.27152,13.1752973251838,-22.81591,-5.59076,6,-1.83609827236424,-9.30659,4.03598318598809,4.59166818598809
India,1970,-9.73649,-8.87826,-13.8891,-4.16399,-4.16595432806324,-2.06173,3.23584,3.61536,3.86472,-0.43268,0.9509,-4.37029,-5.85836,-4.25439,13.1976192618831,-22.76736,-5.54925,7,-1.85008927236424,-9.25778,3.97629018598809,4.55600718598809
India,1971,-9.74074,-8.7338,-13.88282,-4.14381,-4.1490466798419,-2.03124,3.22153,3.6441,3.8965,-0.39992,0.951,-4.34029,-5.77688,-4.24671,13.2199074239059,-22.61662,-5.44572,8,-1.84900511436425,-9.15637,3.93020118598809,4.55188618598809
India,1972,-9.65071,-8.78382,-13.90543,-4.11638,-4.13213903162055,-1.97946,3.24158,3.72639,3.9472,-0.35673,0.96287,-4.32525,-5.83521,-4.22155,13.2419758497316,-22.68925,-5.37451,9,-1.84410176903202,-9.26863,3.89955518598809,4.57860518598809
India,1973,-9.6557,-8.7592,-14.25451,-4.09411,-4.11523138339921,-1.93468,3.50804,3.92914,4.1112,-0.23325,0.98155,-4.32722,-5.7356,-4.18625,13.2636719492183,-23.01371,-5.3831,10,-1.86541122205559,-9.1803,4.00201718598809,4.63864118598809
India,1974,-9.62805,-8.88912,-14.45254,-4.19253,-4.09832373517787,-1.96828,3.98765,4.15665,4.35594,-0.0609,1.02708,-4.40236,-5.75616,-4.29078,13.2849923008525,-23.34166,-5.53367,11,-1.89245907322812,-9.05812,4.23688318598809,4.64846118598809
India,1975,-9.46071,-8.96199,-14.58717,-4.20395,-4.08141608695652,-1.98457,4.22303,4.25411,4.41037,0.02754,1.06181,-4.44231,-5.70722,-4.31495,13.3059507160916,-23.54916,-5.47685,12,-1.82519989883493,-8.99307,4.41783218598809,4.62422518598809
India,1976,-9.32773,-9.01833,-13.73426,-4.06409,-4.06450843873518,-1.94049,4.25752,4.3134,4.32929,0.07295,1.13582,-4.34841,-5.57377,-4.18034,13.3265604964468,-22.75259,-5.19783,13,-1.6313210408874,-9.07421,4.53341418598809,4.57072418598809
India,1977,-9.35984,-8.84116,-13.37145,-4.05132,-4.04760079051383,-1.9037,4.17475,4.44468,4.41037,0.13249,1.10773,-4.31289,-5.62638,-4.16701,13.3468179889034,-22.21261,-5.12366,14,-1.67791402160824,-9.11109,4.36955318598809,4.66750318598809
India,1978,-9.40913,-8.61414,-13.46349,-4.02298,-4.03069314229249,-1.86462,4.18606,4.44241,4.43557,0.20736,1.04056,-4.23877,-5.41743,-4.14534,13.3785547053654,-22.07763,-4.98753,15,-1.69078586815415,-8.87049,4.35566418598809,4.65292518598809
India,1979,-9.36376,-8.61781,-13.62672,-4.00682,-4.01378549407115,-1.87369,4.43368,4.51241,4.49647,0.32551,1.02408,-4.23085,-5.4577,-4.11808,13.399995038245,-22.24453,-4.87083,16,-1.64950924936178,-8.69654,4.54238018598809,4.62073618598809
India,1980,-9.43073,-8.41933,-14.1314,-3.96721,-3.9968778458498,-1.92702,4.60517,4.60517,4.60517,0.45764,1,-4.17252,-5.37592,-4.07305,13.4224678957806,-22.55073,-4.8455,17,-1.6498698979275,-8.41933,4.60517018598809,4.60517018598809
India,1981,-9.28953,-8.1529,-14.56439,-3.96646,-3.97997019762846,-1.92453,4.47796,4.59584,4.72739,0.54502,1.13181,-4.19591,-5.39818,-4.07788,13.4444468041097,-22.71729,-4.83323,18,-1.56089277675694,-8.27078,4.35574418598809,4.38462918598809
India,1982,-9.36297,-8.17018,-14.60673,-3.95617,-3.96306254940711,-1.95756,4.48823,4.71225,4.8032,0.56493,1.22053,-4.20335,-5.36445,-4.0727,13.4659530108724,-22.77691,-4.77014,19,-1.54132570728858,-8.3942,4.29020818598809,4.40565918598809
India,1983,-9.34066,-8.15973,-14.49324,-3.92847,-3.94615490118577,-1.92532,4.51286,4.77713,4.91486,0.57744,1.30672,-4.15062,-5.37491,-4.04688,13.4870064909922,-22.65297,-4.73834,20,-1.57223671729967,-8.424,4.20317818598809,4.38980318598809
India,1984,-9.37241,-7.98579,-14.36037,-3.93293,-3.92924725296443,-1.87559,4.46119,4.93628,4.99518,0.601,1.50697,-4.1631,-5.33836,-4.05965,13.508985397711,-22.34616,-4.66925,21,-1.48642588558149,-8.46088,4.07117718598809,4.38280318598809
India,1985,-9.36747,-8.03609,-14.41746,-3.87863,-3.91233960474308,-1.85898,4.65656,4.99309,5.04921,0.59618,1.55133,-4.13103,-5.24303,-4.01665,13.529027766088,-22.45355,-4.59443,22,-1.51626527040712,-8.37262,4.21251518598809,4.41542218598809
India,1986,-9.34732,-8.00128,,-3.88961,-3.89543195652174,-1.83253,4.67272,,,0.56669,1.62066,,,,13.5491201996468,,,23,-1.58567642424366,-8.42768,4.14503918598809,4.50722018598809
South Africa,1963,-6.03766,-6.10512,-10.61557,-4.43277,,,2.80426349855548,3.38085237390618,3.37245,,,-4.75903,-5.87229,-4.61541,,-16.72069,-5.54252,,,,,
South Africa,1964,-6.04002,-5.89911,-10.97091,-4.38763,-4.29401728260869,-2.21541,2.81374,3.41046,3.39819,-0.58577,0.92053,-4.70171,-5.77151,-4.56454,9.85298342036236,-16.87002,-5.45749,1,-1.56910978578442,-6.49583,4.02071723598809,4.53667598598809
South Africa,1965,-6.04916,-5.82832,-11.288,-4.36186,-4.27530915019763,-2.16165,2.851,3.42966,3.43656,-0.56591,0.92053,-4.68135,-5.61148,-4.54431,9.87647600328928,-17.11632,-5.3288,2,-1.58761938578442,-6.40698,4.01961109598809,4.53600638598809
South Africa,1966,-6.00661,-5.96148,-10.91958,-4.33606,-4.25660101778656,-2.1123,2.89544,3.43904,3.47228,-0.53332,0.92053,-4.64961,-5.7197,-4.51528,9.89998141320684,-16.88106,-5.28276,3,-1.59074598578442,-6.50508,4.02833030598809,4.51279978598809
South Africa,1967,-5.92175,-5.81348,-11.16234,-4.27889,-4.23789288537549,-2.0949,2.8779,3.41046,3.50586,-0.53132,0.92053,-4.62659,-5.49733,-4.46594,9.92343722784375,-16.97582,-5.26307,4,-1.62232498578442,-6.34604,3.97721305598809,4.48222078598809
South Africa,1968,-5.88837,-5.82012,-10.53022,-4.24794,-4.21918475296443,-2.057,2.84188,3.41046,3.52636,-0.50662,0.92053,-4.5717,-5.63411,-4.43375,9.94693011037896,-16.35034,-5.15423,5,-1.61812818578442,-6.3887,3.92068678598809,4.45752758598809
South Africa,1969,-5.92825,-5.7391,-10.73614,-4.18736,-4.20047662055336,-2.04203,2.86901,3.4485,3.5582,-0.46834,0.92053,-4.50985,-5.49597,-4.37643,9.97044502066101,-16.47524,-5.10646,6,-1.61168608578442,-6.31859,3.91598468598809,4.45727968598809
South Africa,1970,-5.97934,-5.60485,-11.26748,-4.16205,-4.18176848814229,-2.06173,2.89544,3.45788,3.59895,-0.43268,0.92053,-4.44904,-5.37396,-4.36752,9.99392223000734,-16.87233,-5.12455,7,-1.61678446578442,-6.16729,3.90165228598809,4.43099130598809
South Africa,1971,-5.90116,-5.55095,-11.76979,-4.14232,-4.16306035573123,-2.03124,2.93733,3.42824,3.65325,-0.39992,0.92171,-4.40494,-5.29007,-4.35089,10.0210927946104,-17.32074,-5.1404,8,-1.63703952545168,-6.04186,3.88925498598809,4.36731519698809
South Africa,1972,-5.69199,-5.74553,-11.10114,-4.11472,-4.14435222332016,-1.97946,3.07163,3.4968,3.7165,-0.35673,0.98972,-4.40034,-5.44172,-4.32817,10.0482370364223,-16.84667,-5.06112,9,-1.58589791206729,-6.1707,3.96030513598809,4.32150537598809
South Africa,1973,-5.66562,-5.64545,-11.49537,-4.02075,-4.12564409090909,-1.93468,3.17125,3.68606,3.80733,-0.23325,0.8947,-4.36401,-5.28779,-4.2494,10.0822611561144,-17.14082,-4.9605,10,-1.65418911035608,-6.16026,3.96909222598809,4.48821778598809
South Africa,1974,-5.62805,-5.53384,-12.0926,-3.95431,-4.10693595849802,-1.96828,3.51128,3.90801,3.91701,-0.0609,0.87629,-4.3272,-5.12289,-4.18455,10.1025433083212,-17.62644,-4.92205,11,-1.61230719052997,-5.93057,4.19943708598809,4.55860108598809
South Africa,1975,-5.70826,-5.6108,-12.15036,-4.00002,-4.08822782608696,-1.98457,3.72424,4.03225,4.04375,0.02754,0.95259,-4.30904,-5.08011,-4.23131,10.1297062507357,-17.76116,-4.88425,12,-1.56712778618353,-5.91881,4.28565398598809,4.51092298598809
South Africa,1976,-5.72813,-5.74923,-12.36527,-4.01837,-4.06951969367589,-1.94049,3.92808,4.18373,4.15025,0.07295,1.11788,-4.30822,-5.1807,-4.26022,10.1568497466017,-18.1145,-4.94708,13,-1.46820236348129,-6.00488,4.38300298598809,4.45698368598809
South Africa,1977,-5.60258,-5.97031,-12.43971,-4.04468,-4.05081156126482,-1.9037,4.04351,4.26109,4.25575,0.13249,1.11788,-4.33695,-5.29082,-4.28466,10.1839938279286,-18.41002,-4.99293,14,-1.51416706348129,-6.18789,4.39292638598809,4.47479898598809
South Africa,1978,-5.48362,-5.96878,-12.57248,-4.03357,-4.03210342885376,-1.86462,4.20177,4.37105,4.35286,0.20736,1.15696,-4.35304,-5.36372,-4.27322,10.2111559486462,-18.54126,-4.964,15,-1.50203812248299,-6.13806,4.45408588598809,4.47553608598809
South Africa,1979,-5.36809,-6.01951,-12.79518,-4.01214,-4.01339529644269,-1.87369,4.38285,4.46346,4.4762,0.32551,1.08244,-4.35919,-5.27548,-4.25841,10.2383154737257,-18.81469,-4.9798,16,-1.57380954582087,-6.10012,4.51182138598809,4.51637278598809
South Africa,1980,-5.23698,-5.88571,-12.92539,-3.87409,-3.99468716403162,-1.92702,4.60517,4.60517,4.60517,0.45764,1,-4.2832,-5.02025,-4.11084,10.2615114811857,-18.8111,-4.91706,17,-1.6498698979275,-5.88571,4.60517018598809,4.60517018598809
South Africa,1981,-5.38726,-5.7845,-13.27736,-3.91037,-3.97597903162055,-1.92453,4.72289,4.62301,4.74667,0.54502,1.11881,-4.25008,-4.94554,-4.14609,10.2856839313508,-19.06186,-4.90166,18,-1.59172407747376,-5.68462,4.58139468598809,4.42336038598809
South Africa,1982,-5.48918,-5.99361,-13.37392,-3.95802,-3.95727089920949,-1.95756,4.9003,4.7455,4.88432,0.56493,1.39049,-4.24316,-5.25603,-4.20279,10.3102850060112,-19.36753,-4.92894,19,-1.49207217491915,-5.83881,4.62115948598809,4.30855170598809
South Africa,1983,-5.45999,-6.16005,-12.89007,-3.97844,-3.93856276679842,-1.92532,4.9147,4.76117,4.99991,0.57744,1.42977,-4.24719,-5.28501,-4.22628,10.3352698715591,-19.05012,-4.95755,20,-1.56729787575253,-6.00652,4.51995758598809,4.28384861598809
South Africa,1984,-5.48709,-6.05529,-13.76848,-3.94726,-3.91985463438735,-1.87559,5.0907,4.96619,5.11018,0.601,1.84859,-4.2139,-5.29634,-4.19656,10.3605957988294,-19.82377,-4.85684,21,-1.39709859159267,-5.93078,4.58569438598809,4.20839830598809
South Africa,1985,-5.39276,-6.31413,-13.43054,-4.00616,-3.90114650197629,-1.85898,5.39341,5.22404,5.26061,0.59618,2.81663,-4.27133,-5.51512,-4.28939,10.3856049195442,-19.74467,-4.90837,22,-1.13123206306274,-6.14476,4.73796708598809,4.04994688598809
South Africa,1986,-5.42736,-6.41542,,-4.05223,-3.88243836956522,-1.83253,5.57228,,,0.56669,2.91631,,,,10.4109072928602,,,23,-1.29686237941788,-6.22825,4.74591788598809,4.20574858598809
Ethiopia,1963,-9.71913,-9.26164,-10.8278,-5.71009,,,3.78973418176409,3.57030938137989,3.39014,,,-5.80477,-7.847,-5.81999,,-20.08944,-7.90995,,,,,
Ethiopia,1964,-9.78788,-9.16368,-10.74448,-5.6849,-5.37487315217391,-2.21541,3.78824,3.78877,3.44999,-0.58577,1.20773,-5.78369,-7.87203,-5.79609,10.21115605892,-19.90816,-7.78798,1,-1.34935433333072,-9.16421,4.94342648598809,4.64343318598809
Ethiopia,1965,-9.71238,-8.98769,-10.72533,-5.64798,-5.41672001976285,-2.16165,3.79912,3.79904,3.50975,-0.56591,1.20773,-5.74072,-7.81997,-5.76681,10.2243384082544,-19.71302,-7.73571,2,-1.38925833333072,-8.98761,4.89453648598809,4.63383918598809
Ethiopia,1966,-9.77094,-8.96507,-10.79374,-5.6119,-5.45856688735178,-2.1123,3.8355,3.7999,3.4959,-0.53332,1.20773,-5.70427,-7.70713,-5.74059,10.2386732476319,-19.75881,-7.6415,3,-1.34281333333072,-8.92947,4.94476558598809,4.60211418598809
Ethiopia,1967,-9.76966,-9.12599,-10.88396,-5.5744,-5.50041375494071,-2.0949,3.85716,3.68836,3.50406,-0.53132,1.20773,-5.68501,-7.60043,-5.70068,10.2554112270494,-20.00995,-7.64828,4,-1.34897433333072,-8.95719,4.95827858598809,4.48857318598809
Ethiopia,1968,-9.77779,-8.98191,-11.07438,-5.5392,-5.54226062252964,-2.057,3.88037,3.72296,3.50586,-0.50662,1.20773,-5.64997,-7.57539,-5.65695,10.2800386504797,-20.05629,-7.56839,5,-1.32607433333072,-8.8245,4.97968058598809,4.49847318598809
Ethiopia,1969,-9.69326,-9.1307,-10.9021,-5.52134,-5.58410749011858,-2.04203,3.88633,3.72591,3.51987,-0.46834,1.20773,-5.62328,-7.60272,-5.64032,10.3044759886172,-20.0328,-7.46482,6,-1.30180833333072,-8.97028,4.97163458598809,4.46313918598809
