cusip,year,ikn,qn
191216,1975,0.14411032,4.83294145
191216,1976,0.16437775,7.49403526
191216,1977,0.20251122,6.24779399
191216,1978,0.20135038,4.81918253
191216,1979,0.2212587,4.83961293
191216,1980,0.14393219,2.41040814
191216,1981,0.14199775,1.79851652
191216,1982,0.155894,1.38709305
191216,1983,0.15113061,2.94371343
191216,1984,0.1512824,2.8783671
191216,1985,0.18015226,3.93734971
194162,1951,0.17048802,-1.17017197
194162,1952,0.1507257,-1.09827691
194162,1953,0.17877286,-1.07025667
194162,1954,0.17003199,-1.55455704
194162,1955,0.17276578,-0.21394994
194162,1956,0.14656042,-0.48171861
194162,1957,0.14567054,-1.67234103
194162,1958,0.11821056,-1.50091591
194162,1959,0.12054528,0.31226288
194162,1960,0.12767658,1.57284094
194162,1961,0.15559174,0.70387017
194162,1962,0.14249344,3.52749406
194162,1963,0.10232695,1.88160355
194162,1964,0.12071756,2.4833349
194162,1965,0.11765837,3.23416563
194162,1966,0.13757693,1.86341707
194162,1967,0.13615211,1.41080329
194162,1968,0.13568604,4.51615858
194162,1969,0.14114942,4.64511081
194162,1970,0.13404105,2.75542616
194162,1971,0.15984125,2.64931765
194162,1972,0.1902287,3.31930217
194162,1973,0.19141095,10.17330631
194162,1974,0.23977148,6.52853097
194162,1975,0.16070275,4.528273
194162,1976,0.15121869,4.49206203
194162,1977,0.20013452,3.97914689
194162,1978,0.20682068,1.6072795
194162,1979,0.1474751,0.11181012
194162,1980,0.11325321,-0.54838603
194162,1981,0.09532685,-0.79531811
194162,1982,0.11443314,-0.68893784
194162,1983,0.14705276,-0.3346975
194162,1984,0.18290863,0.02280605
194162,1985,0.14971651,0.56712146
194828,1951,0.09132853,-2.17822959
194828,1952,0.25788035,-2.52845034
194828,1953,0.07860253,-2.05222877
194828,1954,0.04216528,-2.21309974
194828,1955,0.11822178,-2.11570085
194828,1956,0.06999633,-2.06441451
194828,1957,0.03061515,-2.39505803
194828,1958,0.03325497,-2.47847883
194828,1959,0.04084174,-2.2024563
194828,1960,0.09969782,-2.06752341
194828,1961,0.06806405,-2.48749424
194828,1962,0.09954159,-0.4505379
194828,1963,0.22022354,0.81991228
194828,1964,0.21691986,3.10527951
194828,1965,0.30511111,1.64332294
194828,1966,0.2809896,3.38211006
194828,1967,0.12826544,0.00218445
194828,1968,0.27575847,1.6200154
194828,1969,0.40601858,3.96315191
194828,1970,0.16441397,1.34376709
194828,1971,0.23055013,3.07982544
194828,1972,0.22030493,5.52028161
194828,1973,0.21418616,1.75206332
194828,1974,0.08092681,-0.73258412
194828,1975,0.03899573,-1.38088393
194828,1976,0.09666747,-0.36822044
194828,1977,0.12609034,-0.28259654
194828,1978,0.13756188,-0.88356347
194828,1979,0.11016299,-1.51749201
194828,1980,0.08405243,-1.60010668
194828,1981,0.08036119,-1.63451504
194828,1982,0.1670317,-1.50879647
194828,1983,0.18515686,-0.41992506
194828,1984,0.236001,0.64937099
194828,1985,0.18200673,0.45588356
200273,1951,0.2282026,-2.53966576
200273,1952,0.21624052,-2.18575663
200273,1953,0.31637407,-2.12056001
200273,1954,0.09304292,-1.35905539
200273,1955,0.21679908,-0.42973721
200273,1956,0.43315381,0.84551891
200273,1957,0.28368827,1.34203883
200273,1958,0.07855447,-0.11162763
200273,1959,0.08016857,0.75440253
200273,1960,0.11427767,0.12552451
200273,1961,0.08558027,-0.49980064
200273,1962,0.07049355,-0.17495318
200273,1963,0.15485947,-0.84174778
200273,1964,0.25693213,-0.20300059
200273,1965,0.31348763,0.2814753
200273,1966,0.24268873,2.88290402
200273,1967,0.28976871,0.91110653
200273,1968,0.26063833,2.94047483
200273,1969,0.1607172,2.01037126
200273,1970,0.20610152,2.35311806
200273,1971,0.21197627,3.22666737
200273,1972,0.17355372,3.55693339
200273,1973,0.2233649,2.87957694
200273,1974,0.19385268,5.97200704
200273,1975,0.13861883,-0.60484998
200273,1976,0.19062335,-0.45028478
200273,1977,0.23631796,0.31277988
200273,1978,0.1319384,0.34080064
200273,1979,0.2127042,-0.81188457
200273,1980,0.25937044,0.29355145
200273,1981,0.17223101,1.27920929
200273,1982,0.1579292,0.02533108
200273,1983,0.11375393,-0.44749772
200273,1984,0.13089017,-0.28090041
200273,1985,0.07540258,-0.15575617
216669,1951,0.34667473,-1.50782573
216669,1952,0.1946051,-0.9137804
216669,1953,0.056968,-1.03245751
216669,1954,0.02065104,-2.15176313
216669,1955,0.03265081,-1.88562731
216669,1956,0.11079615,-1.71562115
216669,1957,0.26061624,2.85661274
216669,1958,0.05033397,-1.14252091
216669,1959,0.11422343,3.49331541
216669,1960,0.14736909,3.40207647
216669,1961,0.08774823,1.87645248
216669,1962,0.1378855,2.48613082
216669,1963,0.33787821,0.87013409
216669,1964,0.28277639,1.09678838
216669,1965,0.12097495,1.05617503
216669,1966,0.21853261,2.84289706
216669,1967,0.30843,1.723574
216669,1968,0.14366045,5.47843511
216669,1969,0.10189921,4.49690579
216669,1970,0.18082534,0.52482248
216669,1971,0.10400792,1.73740551
216669,1972,0.27596345,0.27913156
216669,1973,0.17942601,1.39653257
216669,1974,0.27748637,2.56327611
216669,1975,0.16447374,-0.56897386
216669,1976,0.26085473,1.4742679
216669,1977,0.12325874,3.41533377
216669,1978,0.19175291,3.55004247
216669,1979,0.61275691,2.65306831
216669,1980,0.13018914,0.76917304
216669,1981,0.27618691,2.9096984
216669,1982,0.15438077,2.90408988
216669,1983,0.11447453,-0.14845459
216669,1984,0.09283886,0.49909842
216669,1985,0.38309467,-0.19508733
216831,1951,0.12242322,-1.46992165
216831,1952,0.12596773,-1.14241041
216831,1953,0.19641954,-1.72888492
216831,1954,0.08448838,-1.44344866
216831,1955,0.19834491,-2.04025614
216831,1956,0.26127977,-1.78373249
216831,1957,0.28899505,-1.9202782
216831,1958,0.13520506,-1.84678628
216831,1959,0.18104059,0.43532238
216831,1960,0.5541093,2.75525144
216831,1961,0.26435171,-0.58629699
216831,1962,0.15256069,1.46997532
216831,1963,0.15216668,0.15520891
216831,1964,0.22029803,-0.55251516
216831,1965,0.28797823,1.25628669
216831,1966,0.37338042,1.40000264
216831,1967,0.21862992,0.85348777
216831,1968,0.31423762,3.60795117
216831,1969,0.27889171,2.38958192
216831,1970,0.11984624,-0.14331583
216831,1971,0.10316774,-1.05452223
216831,1972,0.13489449,-0.50841786
216831,1973,0.1469628,-0.29912037
216831,1974,0.1230896,-2.44692684
216831,1975,0.09383633,-2.71806771
216831,1976,0.13062693,-2.75583116
216831,1977,0.31017648,-2.38562245
216831,1978,0.15689852,-2.44465442
216831,1979,0.13421355,-2.80577395
216831,1980,0.16576262,-1.03988137
216831,1981,0.27680385,-0.16491024
216831,1982,0.19511532,-0.47025284
216831,1983,0.27295348,2.22179478
216831,1984,0.53366284,0.70045614
216831,1985,0.20916963,0.52785256
217687,1951,0.1003375,-1.41052335
217687,1952,0.13567856,-1.17086078
217687,1953,0.19403125,-1.08147695
217687,1954,0.08808676,-1.60144988
217687,1955,0.10188949,-1.25249945
217687,1956,0.33535689,-1.24032473
217687,1957,0.20780031,-0.61283754
217687,1958,0.11385265,-1.20378101
217687,1959,0.13216494,0.29481984
217687,1960,0.19715836,1.19562225
217687,1961,0.13786602,-0.44430117
217687,1962,0.1244229,0.01836082
217687,1963,0.08251082,-0.35395951
217687,1964,0.18369895,-0.16424471
217687,1965,0.23063435,0.45213599
217687,1966,0.18491323,0.75077631
217687,1967,0.06693101,0.31322433
217687,1968,0.02873593,-0.11828438
217687,1969,0.08041302,0.029311
217687,1970,0.05848243,-0.92785089
217687,1971,0.0144993,-1.2860228
217687,1972,0.05502844,-1.00406636
217687,1973,0.13760189,-0.37558942
217687,1974,0.08828542,-1.17635913
217687,1975,0.11881639,-1.63007744
217687,1976,0.18994708,-0.81410644
217687,1977,0.24583666,-0.41460371
217687,1978,0.12245076,-0.77369108
217687,1979,0.13358103,-0.90978125
217687,1980,0.1653458,-0.9428767
217687,1981,0.13974041,-0.6617779
217687,1982,0.13105749,-0.37633517
217687,1983,0.04517042,-0.72339561
217687,1984,0.03553066,-0.46128521
217687,1985,0.02082188,-0.83823592
219327,1951,0.32766586,3.273282
219327,1952,0.188523,4.42658692
219327,1953,0.1292724,4.66474127
219327,1954,0.09481374,5.39044255
219327,1955,0.1765916,12.20204533
219327,1956,0.25306694,13.6458932
219327,1957,0.22888238,9.42217763
219327,1958,0.24738103,12.75853518
219327,1959,0.15319041,14.31729551
219327,1960,0.29599815,20.82098345
219327,1961,0.20496903,28.23852069
219327,1962,0.18406537,28.71030254
219327,1963,0.16829662,22.32628971
219327,1964,0.31799815,27.81953213
219327,1965,0.23488133,20.73315293
219327,1966,0.39551819,21.33416031
219327,1967,0.25235208,21.5186087
219327,1968,0.14880684,22.93432201
219327,1969,0.17904018,17.49126489
219327,1970,0.1639159,12.44544718
219327,1971,0.13138219,7.0035667
219327,1972,0.1672084,7.18936105
219327,1973,0.37669644,10.22922311
219327,1974,0.27176296,4.08322228
219327,1975,0.11091621,-0.26893334
219327,1976,0.08670167,0.36900804
219327,1977,0.1193541,1.96927084
219327,1978,0.160863,0.29067135
219327,1979,0.18801775,-0.03603798
219327,1980,0.17795736,-0.18246549
219327,1981,0.16878583,-0.1587307
219327,1982,0.16222228,-0.67839577
219327,1983,0.13115253,0.24273755
219327,1984,0.14616386,0.42549618
219327,1985,0.20868393,0.41891995
224399,1951,0.14092519,-3.16171676
224399,1952,0.09904964,-2.48483547
224399,1953,0.10821219,-2.88507581
224399,1954,0.1207207,-2.98873162
224399,1955,0.08889556,-1.67070244
224399,1956,0.1058033,-2.62944534
224399,1957,0.08899046,-3.00991682
224399,1958,0.06828396,-3.59333047
224399,1959,0.12062903,-2.96583175
224399,1960,0.16671723,-1.83691211
224399,1961,0.24888134,-2.42017743
224399,1962,0.06899842,-1.53367258
224399,1963,0.07651023,-2.20101465
224399,1964,0.08089861,-1.80308179
224399,1965,0.05098234,-1.87228196
224399,1966,0.12761244,-1.6487239
224399,1967,0.10917334,-1.65901717
224399,1968,0.11251553,-1.22041999
224399,1969,0.23248609,-0.82541293
224399,1970,0.25207066,-0.57811272
224399,1971,0.20418322,-0.62296964
224399,1972,0.13969703,-0.40493944
224399,1973,0.15878489,-0.55305273
224399,1974,0.13112753,-0.99372167
224399,1975,0.12518455,-1.01407599
224399,1976,0.16926285,-0.80024278
224399,1977,0.16525277,-0.66709327
224399,1978,0.09393076,-0.98157491
224399,1979,0.38331896,-0.93559217
224399,1980,0.05380893,-0.85573808
224399,1981,0.06166292,-0.79720251
224399,1982,0.09980307,-1.10668687
224399,1983,0.01204763,-1.20009292
224399,1984,0.01473798,-1.07774468
224399,1985,0.13290355,-0.98783138
227111,1951,0.06071357,-0.48320567
227111,1952,0.03215196,-1.36901614
227111,1953,0.01134191,-2.57622074
227111,1954,0.10150883,-3.45217497
227111,1955,0.05737201,-2.95411526
227111,1956,0.09592783,-2.76026678
227111,1957,0.07173326,-2.98534854
227111,1958,0.08336941,-3.78631115
227111,1959,0.08271019,-3.25910015
227111,1960,0.11985551,-1.31934028
227111,1961,0.11814936,-0.07539936
227111,1962,0.09734685,1.96261957
227111,1963,0.12202318,-0.28790976
227111,1964,0.12698567,-0.51973341
227111,1965,0.16579675,0.04438734
227111,1966,0.1508439,3.07834618
227111,1967,0.10172576,-0.60506938
227111,1968,0.18869502,0.05527632
227111,1969,0.121604,2.77209759
227111,1970,0.19190394,-1.07228915
227111,1971,0.08353411,-0.69156166
227111,1972,0.04747778,-0.63166787
227111,1973,0.03297634,-0.89376752
227111,1974,0.06402097,-2.72756657
227111,1975,0.06369036,-3.47750655
227111,1976,0.17360958,-2.5445383
227111,1977,0.12474006,-2.456314
227111,1978,0.12636971,-2.19669103
227111,1979,0.1840437,-2.13308205
227111,1980,0.18430881,-1.6124564
227111,1981,0.11400274,-1.42573737
227111,1982,0.05904639,-1.29977976
227111,1983,0.05171138,-0.93130844
227111,1984,0.07067733,-0.45383652
227111,1985,0.06255017,-0.70111938
228255,1951,0.07506016,-1.68654163
228255,1952,0.06973708,-1.65662125
228255,1953,0.05632254,-1.86489015
228255,1954,0.06392584,-2.02891481
228255,1955,0.04652188,-1.75781124
228255,1956,0.03649787,-1.8640149
228255,1957,0.02143477,-2.2247854
228255,1958,0.07976734,-2.34477113
228255,1959,0.22856745,-1.42602704
228255,1960,0.12700662,-1.21279983
228255,1961,0.17837922,-1.17985329
228255,1962,0.27910004,1.89129365
228255,1963,0.23925861,1.86357359
228255,1964,0.18169209,1.12499775
228255,1965,0.19433101,1.06157184
228255,1966,0.2302023,2.16585546
228255,1967,0.14825426,1.33651798
228255,1968,0.11360692,1.82813848
228255,1969,0.17395923,2.11709776
228255,1970,0.17122275,1.81420957
228255,1971,0.13947224,1.48057133
228255,1972,0.11157374,1.18079724
228255,1973,0.15938609,1.84780396
228255,1974,0.18585936,0.7944138
228255,1975,0.12055097,-0.58171171
228255,1976,0.05414265,-0.74419768
228255,1977,0.13137936,-0.65647646
228255,1978,0.18649525,-0.71034259
228255,1979,0.09322087,-0.61752844
228255,1980,0.0773991,-0.94722176
228255,1981,0.09051107,-1.25999671
228255,1982,0.06870743,-1.25792739
228255,1983,0.07866556,-1.26256538
228255,1984,0.07825202,-0.98289449
228255,1985,0.07548163,-0.74714395
228669,1951,0.08810722,-0.72374394
228669,1952,0.08228497,-0.61801049
228669,1953,0.10640701,-0.28442075
228669,1954,0.16786694,0.5980461
228669,1955,0.19247153,2.96598106
228669,1956,0.25946883,6.00745394
228669,1957,0.17364859,3.78392605
228669,1958,0.07389471,2.15840668
228669,1959,0.1196642,3.46504752
228669,1960,0.11559737,2.71659104
228669,1961,0.09796624,2.43359441
228669,1962,0.1477822,3.44741478
228669,1963,0.15541836,1.72958993
228669,1964,0.2152498,2.15782502
228669,1965,0.21045866,1.77142371
228669,1966,0.19582805,0.99026168
228669,1967,0.12051604,0.5585126
228669,1968,0.09376984,0.59944972
228669,1969,0.11475001,0.91340448
228669,1970,0.09018621,0.38507193
228669,1971,0.06468873,0.16858194
228669,1972,0.07317353,0.28209463
228669,1973,0.10618294,-0.04326965
228669,1974,0.27340182,0.1833123
228669,1975,0.08021594,-0.5949711
228669,1976,0.07603417,-0.30898654
228669,1977,0.10158109,-0.11841131
228669,1978,0.13448534,-0.67282213
228669,1979,0.11159696,-0.77219571
228669,1980,0.12751305,-0.53398634
228669,1981,0.13515436,-0.59158617
228669,1982,0.10918114,-0.98812916
228669,1983,0.09157379,-1.08570216
228669,1984,0.09196606,-0.90743151
228669,1985,0.0586435,-0.86140592
231561,1951,0.32553393,-2.69750723
231561,1952,0.04998116,-2.54527328
231561,1953,0.02986486,-3.07307586
231561,1954,0.03195651,-3.62247246
231561,1955,0.11218929,-1.32749555
231561,1956,0.22082597,1.27198756
231561,1957,0.25433984,5.91435104
231561,1958,0.30159599,-0.43406102
231561,1959,0.07089851,-0.30522846
231561,1960,0.02866685,0.31343585
231561,1961,0.03647401,-2.16066249
231561,1962,0.05999456,-2.21796762
231561,1963,0.07758465,-2.22232103
231561,1964,0.03309045,-2.14103485
231561,1965,0.0513413,-2.28490962
231561,1966,0.07807361,0.65002471
231561,1967,0.18072028,-1.84502884
231561,1968,0.29640189,-0.17669543
231561,1969,0.21340702,0.31642622
231561,1970,0.12818804,-1.06130769
231561,1971,0.03860732,-1.419997
231561,1972,0.02726825,-1.48018316
231561,1973,0.04697025,0.60814593
231561,1974,0.04185484,-2.28650491
231561,1975,0.0570048,-3.14535793
231561,1976,0.04404349,-2.66026357
231561,1977,0.05761109,-2.19482081
231561,1978,0.06959157,-2.21802403
231561,1979,0.07831233,-2.63551578
231561,1980,0.06057209,-1.88488884
231561,1981,0.05632914,-0.53646765
231561,1982,0.04105157,-0.98794187
231561,1983,0.13742484,-1.09981685
231561,1984,0.04832856,-0.77790617
231561,1985,0.09998606,-0.72704282
235811,1951,0.21865366,0.24060114
235811,1952,0.35304888,0.79253459
235811,1953,0.18460642,1.33593221
235811,1954,0.08992123,0.19285085
235811,1955,0.05103957,1.64610046
235811,1956,0.28861204,2.14198022
235811,1957,0.07122278,1.51783651
235811,1958,0.056487,0.09143024
235811,1959,0.06487148,1.937762
235811,1960,0.08811579,4.09317386
235811,1961,0.04748148,1.78402745
235811,1962,0.10931791,4.60322005
235811,1963,0.16773931,3.57832298
235811,1964,0.16425403,5.44729718
235811,1965,0.21117069,4.84739979
235811,1966,0.30844276,4.75759468
235811,1967,0.31269839,1.26596513
235811,1968,0.16699973,2.66213922
235811,1969,0.16941795,2.61142137
235811,1970,0.21670185,1.03973002
235811,1971,0.17424969,1.73534135
235811,1972,0.19923996,2.35538041
235811,1973,0.23810535,2.41047055
235811,1974,0.21749579,-0.18585681
235811,1975,0.12885332,-1.20602796
235811,1976,0.11850443,0.38378967
235811,1977,0.14168495,1.41830568
235811,1978,0.21852571,0.15927419
235811,1979,0.27672905,0.25303206
235811,1980,0.23626787,-0.64278588
235811,1981,0.10531995,-1.11561198
235811,1982,0.11525598,-0.61898406
235811,1983,0.07737256,-0.2317499
235811,1984,0.09995254,0.15229606
235811,1985,0.2028449,-0.17717516
239577,1951,0.27664185,-1.02278686
239577,1952,0.21314576,-1.00494761
239577,1953,0.19769613,-1.10818225
239577,1954,0.10694342,-1.21509713
239577,1955,0.11218693,-0.94933658
239577,1956,0.20576575,-0.40812953
239577,1957,0.18037911,-0.32499015
239577,1958,0.12663318,-1.11241989
239577,1959,0.21878898,0.12748678
239577,1960,0.17976839,0.79946793
239577,1961,0.0475397,-0.40116594
239577,1962,0.10834433,-0.23335113
239577,1963,0.13534638,-0.65184618
239577,1964,0.19202067,-0.4452585
239577,1965,0.15291522,-0.5547108
239577,1966,0.14695869,0.00069068
239577,1967,0.11279948,0.19457534
239577,1968,0.18357236,3.61649531
239577,1969,0.66063681,3.50962743
239577,1970,0.13331702,0.44025917
239577,1971,0.07070641,-0.09163444
239577,1972,0.11376829,-0.16529218
239577,1973,0.21280584,-0.27462741
239577,1974,0.11433952,-0.80978844
239577,1975,0.11283276,-1.15811401
239577,1976,0.12022876,-1.17444965
239577,1977,0.1669405,-0.93760453
239577,1978,0.21985901,-1.00493192
239577,1979,0.16244027,-1.27431556
239577,1980,0.10338438,-1.19277157
239577,1981,0.11298471,-1.28963699
239577,1982,0.06287406,-1.22324957
239577,1983,0.06860852,-1.11451538
239577,1984,0.11962455,-0.9117566
239577,1985,0.17321308,-0.98561673
244199,1951,0.12004854,-2.17987112
244199,1952,0.13652827,-2.06347565
244199,1953,0.18046205,-2.71833429
244199,1954,0.20859824,-3.65972944
244199,1955,0.09637143,-1.95964723
244199,1956,0.11302717,-2.28439173
244199,1957,0.09893743,-3.28585459
244199,1958,0.13695964,-3.94903653
244199,1959,0.19073895,-0.16873619
244199,1960,0.28731406,-0.89035556
244199,1961,0.15520672,-0.27351448
244199,1962,0.163153,-0.55671241
244199,1963,0.17271851,-0.81266723
244199,1964,0.34549213,0.64676907
244199,1965,0.29131203,1.64941524
244199,1966,0.19222224,2.00957696
244199,1967,0.19640454,3.16477958
244199,1968,0.2298825,1.14394552
244199,1969,0.11578536,0.90019059
244199,1970,0.09801518,-0.61702444
244199,1971,0.07946764,-0.78049442
244199,1972,0.10022625,-0.12783248
244199,1973,0.15306903,2.82064395
244199,1974,0.27171837,2.79280169
244199,1975,0.31035207,0.64291028
244199,1976,0.16431377,0.85256371
244199,1977,0.24946438,1.22613129
244199,1978,0.20680785,-0.38450729
244199,1979,0.20434894,0.42291537
244199,1980,0.25487619,0.34261223
244199,1981,0.17986706,0.71614443
244199,1982,0.07712924,-0.48441719
244199,1983,0.05776573,-0.87463757
244199,1984,0.07229987,-0.16535344
244199,1985,0.11564275,-0.80635763
252741,1951,0.14735326,-0.17570638
252741,1952,0.23673747,0.98559527
252741,1953,0.13743018,0.1309959
252741,1954,0.1014062,-0.20882744
252741,1955,0.23856477,0.36084125
252741,1956,0.13479511,0.95144175
252741,1957,0.1758368,1.61352148
252741,1958,0.06307167,0.04284877
252741,1959,0.08844078,0.87387862
252741,1960,0.13678654,1.73643455
252741,1961,0.14731558,1.42221125
252741,1962,0.10189,1.79806383
252741,1963,0.13376589,0.4815862
252741,1964,0.11839445,0.47398339
252741,1965,0.21428148,0.3306973
252741,1966,0.19453527,0.69299693
252741,1967,0.34148156,0.38234711
252741,1968,0.22656932,2.47673486
252741,1969,0.15581465,2.63525499
252741,1970,0.18510995,0.01426935
252741,1971,0.16932989,0.34941808
252741,1972,0.16738018,-0.06364412
252741,1973,0.22496676,-0.13650236
252741,1974,0.31311423,-0.01655778
252741,1975,0.20308894,-0.47412697
252741,1976,0.2670773,0.66287396
252741,1977,0.24904717,0.9052836
252741,1978,0.1820134,0.35658135
252741,1979,0.14416404,-0.47566681
252741,1980,0.1810511,0.32523858
252741,1981,0.20211729,0.25602187
252741,1982,0.20057004,-0.42288029
252741,1983,0.64226542,-0.57446882
252741,1984,0.09109456,-0.5161229
252741,1985,0.09221228,-0.74554036
253651,1951,0.11380278,-1.88362131
253651,1952,0.04026421,-2.30539253
253651,1953,0.04179492,-3.13346531
253651,1954,0.12326755,-3.29243149
253651,1955,0.11906339,-2.18996928
253651,1956,0.14174201,-1.75731293
253651,1957,0.12948523,-1.11918299
253651,1958,0.27164283,0.33833156
253651,1959,0.12974933,4.99032967
253651,1960,0.10309137,11.15545456
253651,1961,0.29549028,19.02789126
253651,1962,0.23606494,20.29376478
253651,1963,0.30272913,11.07048161
253651,1964,0.18534863,11.75356925
253651,1965,0.22819832,12.39973037
253651,1966,0.14748334,12.27084634
253651,1967,0.02218745,4.85110473
253651,1968,0.07669926,11.47446016
253651,1969,0.17333105,24.76630171
253651,1970,0.13940875,30.67591171
253651,1971,0.19156353,31.41732712
253651,1972,0.24730134,30.13407211
253651,1973,0.2338851,20.22357597
253651,1974,0.21981877,10.80054762
253651,1975,0.07904591,-1.30391559
253651,1976,0.04213887,-2.33306159
253651,1977,0.08690579,-1.51974682
253651,1978,0.06097496,-2.5070294
253651,1979,0.13455845,0.30676858
253651,1980,0.09939265,3.44525259
253651,1981,0.15015325,7.61469785
253651,1982,0.20661021,11.71586481
253651,1983,0.15079713,16.94758668
253651,1984,0.17793781,15.43466762
253651,1985,0.15627558,11.06092189
257561,1951,0.20996557,0.16540995
257561,1952,0.40886216,0.11122621
257561,1953,0.23361114,0.05406709
257561,1954,0.10373704,-0.02062687
257561,1955,0.08880066,-0.02738228
257561,1956,0.18107626,-0.60375047
257561,1957,0.22820371,-0.60337855
257561,1958,0.22157324,-0.9580606
257561,1959,0.37230179,-2.748e-05
257561,1960,0.18638453,0.91225415
257561,1961,0.18074655,0.24377358
257561,1962,0.2153969,3.79749821
257561,1963,0.14667789,2.50422769
257561,1964,0.19817718,1.86485303
257561,1965,0.33938703,2.34145248
257561,1966,0.24002407,1.01150428
257561,1967,0.06872241,0.40878704
257561,1968,0.04313586,-0.21806229
257561,1969,0.09946556,-0.33326092
257561,1970,0.14526836,-0.41670845
257561,1971,0.088703,-0.22868797
257561,1972,0.10128312,-0.58481723
257561,1973,0.13925547,-0.06490041
257561,1974,0.19508945,0.00790819
257561,1975,0.12536318,-0.76678058
257561,1976,0.08981953,-0.86907341
257561,1977,0.07060146,-1.06050074
257561,1978,0.0670925,-1.23889555
257561,1979,0.13586607,-0.86883714
257561,1980,0.14393702,-0.96300149
257561,1981,0.17074205,-0.93377064
257561,1982,0.14921782,-1.18279176
257561,1983,0.09617551,-1.01953162
257561,1984,0.1111003,-0.74089576
257561,1985,0.20127365,-0.80207287
260543,1951,0.33951022,1.95295887
260543,1952,0.21002355,2.89301529
260543,1953,0.13290872,3.42741595
260543,1954,0.11623107,2.93391152
260543,1955,0.14076556,4.21503772
260543,1956,0.3047899,6.07984006
260543,1957,0.28459604,5.69568763
260543,1958,0.09767931,3.32206513
260543,1959,0.16566231,6.02201462
260543,1960,0.22451347,8.3690608
260543,1961,0.14423672,5.55717503
260543,1962,0.11310791,5.67013065
260543,1963,0.13731646,3.79847567
260543,1964,0.25383666,5.12190417
260543,1965,0.31687133,5.11179264
260543,1966,0.26658522,4.3533313
260543,1967,0.19897881,2.53364446
260543,1968,0.27070532,4.37421938
260543,1969,0.27433996,3.07819512
260543,1970,0.22845742,1.66051025
260543,1971,0.21430463,1.73943675
260543,1972,0.19440474,3.13279869
260543,1973,0.20445982,3.82622898
260543,1974,0.32552591,3.99050278
260543,1975,0.26265233,2.41424268
260543,1976,0.27719174,3.63972999
260543,1977,0.23491629,2.56950377
260543,1978,0.19362991,0.69556957
260543,1979,0.2018225,0.30922337
260543,1980,0.17194885,0.43188777
260543,1981,0.1674454,0.15339447
260543,1982,0.1054845,-0.27147046
260543,1983,0.09346343,-0.33965292
260543,1984,0.11900329,0.11740733
260543,1985,0.15105677,-0.28178015
261597,1951,0.23492466,-2.07851406
261597,1952,0.2676304,-2.0719713
261597,1953,0.26362969,-2.2855707
261597,1954,0.22943194,-2.89598667
261597,1955,0.28759096,-1.07461736
261597,1956,0.38124209,2.04919104
261597,1957,0.3427341,6.07610648
261597,1958,0.16765334,2.03197523
261597,1959,0.12485572,3.13425842
261597,1960,0.1122696,1.16150172
261597,1961,0.12006822,-0.06658652
261597,1962,0.14958862,0.73485102
261597,1963,0.12104854,-0.51057106
261597,1964,0.1514604,-0.06916084
261597,1965,0.22870826,0.74798232
261597,1966,0.22894194,5.36161432
261597,1967,0.37713402,3.73356137
261597,1968,0.32394419,3.80665348
261597,1969,0.33933296,3.25484833
261597,1970,0.30067533,-0.81733007
261597,1971,0.23130272,0.67408162
261597,1972,0.18129865,0.3569472
261597,1973,0.20032987,1.77025513
261597,1974,0.43811479,3.54650609
261597,1975,0.30878216,0.30603974
261597,1976,0.2681973,2.52190465
261597,1977,0.35956918,3.28972248
261597,1978,0.17698833,2.30004862
261597,1979,0.23549854,0.52377349
261597,1980,0.26859575,1.44190933
261597,1981,0.26976687,5.26074541
261597,1982,0.25391613,1.00648506
261597,1983,0.10590154,-0.82205966
261597,1984,0.10965692,-0.71414413
261597,1985,0.24030356,-1.11533417
263534,1951,0.18740101,8.28264391
263534,1952,0.17198057,8.16187078
263534,1953,0.17613497,8.4894299
263534,1954,0.15690192,9.18752336
263534,1955,0.15324417,17.15299139
263534,1956,0.18275305,25.91397822
263534,1957,0.22381755,18.37323854
263534,1958,0.22188456,13.44797723
263534,1959,0.16325504,16.47516448
263534,1960,0.19184457,20.96979965
263534,1961,0.18176638,12.09529921
263534,1962,0.20549624,17.00046005
263534,1963,0.27265007,16.30343493
263534,1964,0.20407246,13.92132331
263534,1965,0.21394525,13.30638149
263534,1966,0.29001841,12.09487187
263534,1967,0.22406852,4.83763184
263534,1968,0.15756504,5.50184667
263534,1969,0.17271234,5.3687199
263534,1970,0.19075913,1.72535096
263534,1971,0.17050916,2.70886973
263534,1972,0.17936537,2.70806052
263534,1973,0.22535316,3.41352507
263534,1974,0.25639621,2.29713441
263534,1975,0.21208602,0.09549367
263534,1976,0.1659205,0.6865732
263534,1977,0.12838895,0.66857547
263534,1978,0.12429424,0.14515393
263534,1979,0.14007875,-0.09181318
263534,1980,0.18309563,-0.43122252
263534,1981,0.27076391,-0.4475039
263534,1982,0.2961427,0.61212794
263534,1983,0.22550874,0.08340326
263534,1984,0.23458269,0.51490304
263534,1985,0.22717912,0.19482294
269803,1951,0.07296495,-1.00381157
269803,1952,0.29735148,-0.90685802
269803,1953,0.08724889,-1.3928204
269803,1954,0.40246074,-1.52784945
269803,1955,0.05371161,-0.66069152
269803,1956,0.1148535,-0.31298115
269803,1957,0.05723425,-0.22970586
269803,1958,0.0452852,-1.42570531
269803,1959,0.10491773,-0.44719104
269803,1960,0.10093408,0.13619202
269803,1961,0.10120233,-0.51398416
